Date,Well,Plug_ID
20200730 Plate 9,A10,NA
20200730 Plate 9,A11,1572
20200730 Plate 9,A12,1572
20200730 Plate 9,B1,NA
20200730 Plate 9,B2,NA
20200730 Plate 9,B3,1679
20200730 Plate 9,B4,1679
20200730 Plate 9,B5,1094
20200730 Plate 9,B6,1094
20200730 Plate 9,B7,1626
20200730 Plate 9,B8,1626
20200730 Plate 9,B9,1149
20200730 Plate 9,B10,1149
20200730 Plate 9,B11,2208
20200730 Plate 9,B12,2208
20200730 Plate 9,C1,1578
20200730 Plate 9,C2,1578
20200730 Plate 9,C3,3000
20200730 Plate 9,C4,3000
20200730 Plate 9,C5,1075
20200730 Plate 9,C6,1075
20200730 Plate 9,C7,1772
20200730 Plate 9,C8,1772
20200730 Plate 9,C9,NA
20200730 Plate 9,C10,NA
20200730 Plate 9,C11,1735
20200730 Plate 9,C12,1735
20200730 Plate 9,D1,NA
20200730 Plate 9,D2,NA
20200730 Plate 9,D3,NA
20200730 Plate 9,D4,NA
20200730 Plate 9,D5,1713
20200730 Plate 9,D6,1713
20200730 Plate 9,D7,1052
20200730 Plate 9,D8,1052
20200730 Plate 9,D9,2062
20200730 Plate 9,D10,2062
20200730 Plate 9,D11,1598
20200730 Plate 9,D12,1598
20200730 Plate 9,E1,1480
20200730 Plate 9,E2,1480
20200730 Plate 9,E3,2372
20200730 Plate 9,E4,2372
20200730 Plate 9,E5,2011
20200730 Plate 9,E6,2011
20200730 Plate 9,E7,1488
20200730 Plate 9,E8,1488
20200730 Plate 9,E9,1241
20200730 Plate 9,E10,1241
20200730 Plate 9,E11,NA
20200730 Plate 9,E12,NA
20200730 Plate 9,F1,1197
20200730 Plate 9,F2,1197
20200730 Plate 9,F3,NA
20200730 Plate 9,F4,NA
20200730 Plate 9,F5,1730
20200730 Plate 9,F6,1730
20200730 Plate 9,F7,1336
20200730 Plate 9,F8,1336
20200730 Plate 9,F9,1215
20200730 Plate 9,F10,1215
20200730 Plate 9,F11,2301
20200730 Plate 9,F12,2301
20200730 Plate 9,G1,2751
20200730 Plate 9,G2,2751
20200730 Plate 9,G3,2744
20200730 Plate 9,G4,2744
20200730 Plate 9,G5,2876
20200730 Plate 9,G6,2876
20200730 Plate 9,G7,NA
20200730 Plate 9,G8,NA
20200730 Plate 9,G9,NA
20200730 Plate 9,G10,NA
20200730 Plate 9,G11,1111
20200730 Plate 9,G12,1111
20200730 Plate 9,H1,NA
20200730 Plate 9,H2,NA
20200730 Plate 9,H3,NA
20200730 Plate 9,H4,NA
20200730 Plate 9,H5,NA
20200730 Plate 9,H6,NA
20200730 Plate 9,H7,1247
20200730 Plate 9,H8,1247
20200730 Plate 9,H9,1063
20200730 Plate 9,H10,1063
20200730 Plate 9,H11,1473
20200730 Plate 9,H12,1473
