index,d__Eukaryota;__,d__Bacteria;__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Bacteroidota,d__Bacteria;p__Cyanobacteria,Unassigned;__,d__Bacteria;p__SAR324_clade(Marine_group_B),d__Bacteria;p__Actinobacteriota,d__Bacteria;p__Spirochaetota,d__Bacteria;p__Desulfobacterota,d__Bacteria;p__Myxococcota,d__Bacteria;p__Verrucomicrobiota,d__Bacteria;p__Firmicutes,d__Bacteria;p__Campilobacterota,d__Bacteria;p__Planctomycetota,d__Bacteria;p__Fusobacteriota,d__Bacteria;p__Acidobacteriota,d__Archaea;p__Nanoarchaeota,d__Bacteria;p__Bdellovibrionota,d__Bacteria;p__Deferribacterota,d__Archaea;p__Crenarchaeota,d__Bacteria;p__Patescibacteria,d__Bacteria;p__Marinimicrobia_(SAR406_clade),d__Bacteria;p__Chloroflexi,d__Bacteria;p__Halanaerobiaeota,d__Bacteria;p__WPS-2,d__Bacteria;p__Dependentiae,d__Bacteria;p__Dadabacteria,d__Bacteria;p__Deinococcota,d__Bacteria;p__Sumerlaeota,d__Bacteria;p__Calditrichota,d__Bacteria;p__Gemmatimonadota,d__Archaea;p__Halobacterota,d__Bacteria;p__Margulisbacteria,d__Eukaryota;p__Dinoflagellata,d__Bacteria;p__Cloacimonadota,d__Bacteria;p__LCP-89,d__Bacteria;p__Nitrospirota,d__Bacteria;p__Sva0485,d__Archaea;p__Thermoplasmatota,d__Bacteria;p__NB1-j,d__Bacteria;p__Fibrobacterota,d__Bacteria;p__Hydrogenedentes,d__Bacteria;p__Latescibacterota,d__Bacteria;p__Armatimonadota,d__Eukaryota;p__Cnidaria,d__Archaea;p__Euryarchaeota,SampleName,PlotOrder,SiteName,SiteID,SitePoint,Species,TissueType,PlugID,Treatment,Temp,pH,Tank,Timepoint
HPW114,26.0,25775.0,105.0,68.0,199.0,291.0,32.0,47.0,0.0,0.0,33.0,4.0,16.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1270,51.0,HIMB,M1,1,Mcapitata,Hard,1270,HTHC,HT,HC,5,11
HPW115,17181.0,23.0,101.0,28.0,239.0,195.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2409,52.0,Lilipuna.Fringe,P68,7,Pacuta,Hard,2409,ATHC,AT,HC,11,7
HPW116,0.0,5933.0,501.0,0.0,335.0,35.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1082,53.0,Reef.11.13,M3,1,Mcapitata,Hard,1082,HTHC,HT,HC,2,8
HPW117,59.0,18155.0,71.0,55.0,128.0,157.0,775.0,36.0,0.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1455,54.0,Reef.35.36,M59,6,Mcapitata,Hard,1455,ATAC,AT,AC,6,7
HPW118,29272.0,40.0,121.0,618.0,97.0,142.0,0.0,37.0,0.0,5.0,0.0,0.0,7.0,7.0,4.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1281,55.0,Reef.35.36,P17,2,Pacuta,Hard,1281,ATHC,AT,HC,3,7
HPW119,22.0,13616.0,409.0,74.0,287.0,163.0,79.0,24.0,0.0,0.0,3.0,17.0,2.0,0.0,36.0,0.0,14.0,0.0,11.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2188,56.0,Reef.35.36,M15,2,Mcapitata,Hard,2188,ATHC,AT,HC,11,11
HPW120,15890.0,18.0,414.0,501.0,4659.0,150.0,0.0,36.0,0.0,4.0,0.0,12.0,0.0,3.0,46.0,0.0,13.0,0.0,10.0,0.0,4.0,30.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1728,57.0,Reef.18,P35,4,Pacuta,Hard,1728,HTAC,HT,AC,4,7
HPW121,20292.0,30.0,365.0,5.0,4.0,149.0,0.0,29.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1427,58.0,Lilipuna.Fringe,P51,6,Pacuta,Hard,1427,HTHC,HT,HC,5,7
HPW122,32.0,12389.0,147.0,49.0,144.0,196.0,0.0,75.0,0.0,0.0,0.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1321,59.0,Reef.11.13,M16,2,Mcapitata,Hard,1321,HTAC,HT,AC,4,5
HPW123,26542.0,11.0,648.0,278.0,630.0,128.0,0.0,114.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2564,60.0,Reef.18,P66,7,Pacuta,Hard,2564,ATHC,AT,HC,12,8
HPW124,39.0,20980.0,115.0,5.0,145.0,665.0,0.0,16.0,0.0,0.0,27.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2067,61.0,HIMB,M16,2,Mcapitata,Hard,2067,HTHC,HT,HC,10,8
HPW125,26971.0,43.0,160.0,6367.0,168.0,379.0,0.0,7.0,2697.0,0.0,0.0,10.0,5.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1159,62.0,Reef.42.43,P20,2,Pacuta,Hard,1159,ATAC,AT,AC,1,10
HPW126,20584.0,13.0,62.0,155.0,432.0,315.0,0.0,22.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1571,63.0,Reef.35.36,P36,4,Pacuta,Hard,1571,HTAC,HT,AC,7,5
HPW127,11.0,18810.0,252.0,4.0,156.0,755.0,39.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2737,64.0,Reef.35.36,M14,2,Mcapitata,Hard,2737,ATHC,AT,HC,11,10
HPW128,26424.0,55.0,75.0,94.0,181.0,353.0,0.0,34.0,4.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1487,65.0,Lilipuna.Fringe,P9,1,Pacuta,Hard,1487,HTAC,HT,AC,7,7
HPW129,12.0,31714.0,1574.0,912.0,674.0,349.0,108.0,111.0,0.0,0.0,39.0,45.0,14.0,0.0,46.0,0.0,61.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1223,66.0,Reef.42.43,M32,4,Mcapitata,Hard,1223,ATHC,AT,HC,3,7
HPW130,6.0,9440.0,17851.0,7.0,227.0,178.0,0.0,20.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2875,67.0,HIMB,M18,2,Mcapitata,Hard,2875,ATHC,AT,HC,12,7
HPW131,34.0,17567.0,2519.0,8.0,353.0,1193.0,24.0,9.0,0.0,0.0,36.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610,68.0,Reef.42.43,M35,4,Mcapitata,Hard,1610,ATAC,AT,AC,6,5
HPW132,27605.0,22.0,481.0,296.0,633.0,266.0,0.0,41.0,0.0,126.0,0.0,4.0,24.0,0.0,54.0,0.0,5.0,0.0,89.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2304,69.0,Reef.18,P34,4,Pacuta,Hard,2304,HTHC,HT,HC,5,8
HPW133,9.0,16867.0,681.0,0.0,9.0,303.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1229,70.0,Reef.42.43,M43,5,Mcapitata,Hard,1229,ATHC,AT,HC,3,5
HPW134,38638.0,54.0,291.0,708.0,400.0,341.0,0.0,45.0,5.0,239.0,0.0,9.0,83.0,0.0,9.0,45.0,0.0,0.0,3.0,0.0,0.0,9.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1445,71.0,Reef.11.13,P73,8,Pacuta,Hard,1445,ATAC,AT,AC,6,7
HPW135,34494.0,97.0,467.0,134.0,2306.0,522.0,13.0,44.0,0.0,4.0,0.0,51.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765,72.0,Reef.42.43,P6,1,Pacuta,Hard,1765,HTAC,HT,AC,7,8
HPW136,34.0,14591.0,2410.0,51.0,165.0,346.0,0.0,21.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1449,73.0,Lilipuna.Fringe,M17,2,Mcapitata,Hard,1449,HTHC,HT,HC,5,5
HPW137,26489.0,101.0,430.0,462.0,1164.0,242.0,5.0,74.0,0.0,0.0,0.0,12.0,16.0,0.0,50.0,0.0,15.0,0.0,21.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1732,74.0,Lilipuna.Fringe,P53,6,Pacuta,Hard,1732,HTHC,HT,HC,10,10
HPW138,0.0,9233.0,101.0,29.0,214.0,257.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1178,75.0,Lilipuna.Fringe,M39,4,Mcapitata,Hard,1178,HTHC,HT,HC,2,11
HPW139,28676.0,43.0,145.0,11.0,216.0,494.0,8.0,16.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2878,76.0,HIMB,P1,1,Pacuta,Hard,2878,ATHC,AT,HC,12,7
HPW140,13.0,20821.0,4569.0,470.0,16150.0,529.0,6.0,46.0,0.0,4.0,406.0,87.0,3.0,19.0,82.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689,77.0,Reef.11.13,M2,1,Mcapitata,Hard,1689,HTHC,HT,HC,10,10
HPW141,28231.0,171.0,169.0,910.0,283.0,188.0,0.0,229.0,0.0,0.0,25.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,19.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2550,78.0,Reef.18,P69,7,Pacuta,Hard,2550,ATHC,AT,HC,12,10
HPW142,40503.0,109.0,108.0,1498.0,162.0,2596.0,0.0,49.0,0.0,0.0,0.0,14.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2668,79.0,Lilipuna.Fringe,P55,6,Pacuta,Hard,2668,ATHC,AT,HC,11,11
HPW143,57.0,16894.0,19886.0,49.0,308.0,280.0,25.0,16.0,0.0,0.0,60.0,16.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1248,80.0,HIMB,M43,5,Mcapitata,Hard,1248,HTAC,HT,AC,4,11
HPW144,30.0,22334.0,179.0,85.0,247.0,426.0,37.0,4.0,0.0,0.0,0.0,19.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2756,81.0,Reef.42.43,M74,8,Mcapitata,Hard,2756,ATHC,AT,HC,12,11
HPW145,23783.0,41.0,6.0,556.0,84.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1047,82.0,Lilipuna.Fringe,P8,1,Pacuta,Hard,1047,ATAC,AT,AC,1,7
HPW146,7733.0,123.0,656.0,668.0,561.0,635.0,38.0,38.0,0.0,274.0,21.0,105.0,7.0,18.0,17.0,0.0,4.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2072,83.0,HIMB,P29,3,Pacuta,Hard,2072,HTAC,HT,AC,9,7
HPW147,16.0,26152.0,722.0,104.0,853.0,405.0,0.0,16.0,0.0,0.0,7.0,5.0,18.0,8.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1260,84.0,Reef.35.36,M19,2,Mcapitata,Hard,1260,ATHC,AT,HC,3,8
HPW148,12385.0,81.0,539.0,555.0,6249.0,667.0,7.0,13.0,0.0,0.0,6.0,8.0,0.0,0.0,47.0,0.0,0.0,0.0,15.0,0.0,0.0,21.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1777,85.0,HIMB,P43,5,Pacuta,Hard,1777,ATAC,AT,AC,8,11
HPW149,6811.0,159.0,4768.0,2355.0,13913.0,69.0,99.0,21.0,5.0,55.0,100.0,1133.0,223.0,0.0,568.0,14.0,311.0,2.0,725.0,0.0,16.0,31.0,0.0,66.0,94.0,10.0,0.0,47.0,0.0,45.0,11.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,1051,86.0,Reef.11.13,P43,5,Pacuta,Hard,1051,ATAC,AT,AC,1,8
HPW150,26015.0,78.0,2846.0,76.0,806.0,393.0,0.0,31.0,0.0,2.0,0.0,0.0,22.0,31.0,24.0,888.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1536,87.0,Reef.35.36,P52,6,Pacuta,Hard,1536,HTAC,HT,AC,7,10
HPW151,83.0,13546.0,39.0,11.0,24.0,415.0,29.0,17.0,0.0,0.0,49.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1237,88.0,Reef.35.36,M13,2,Mcapitata,Hard,1237,ATHC,AT,HC,3,11
HPW152,7.0,22713.0,778.0,61.0,233.0,395.0,0.0,26.0,0.0,0.0,754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2511,89.0,Reef.18,M47,5,Mcapitata,Hard,2511,HTHC,HT,HC,10,11
HPW153,37.0,20694.0,319.0,82.0,595.0,619.0,0.0,24.0,0.0,0.0,0.0,0.0,5.0,0.0,31.0,0.0,0.0,0.0,11.0,0.0,0.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250,90.0,Reef.42.43,M71,8,Mcapitata,Hard,1250,HTHC,HT,HC,5,7
HPW154,53.0,14080.0,872.0,578.0,6183.0,175.0,6.0,12.0,0.0,0.0,88.0,13.0,7.0,0.0,22.0,0.0,0.0,8.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1562,91.0,Reef.11.13,M6,1,Mcapitata,Hard,1562,HTAC,HT,AC,9,11
HPW155,34079.0,78.0,882.0,401.0,105.0,410.0,2.0,14.0,0.0,48.0,0.0,7.0,13.0,0.0,51.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1559,92.0,Lilipuna.Fringe,P65,7,Pacuta,Hard,1559,ATAC,AT,AC,8,10
HPW156,4.0,17926.0,5900.0,71.0,232.0,396.0,3.0,20.0,0.0,0.0,4.0,19.0,12.0,0.0,24.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1561,93.0,Reef.11.13,M26,3,Mcapitata,Hard,1561,ATAC,AT,AC,8,10
HPW157,5.0,22023.0,224.0,152.0,137.0,259.0,0.0,28.0,4.0,15.0,0.0,5.0,32.0,0.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2302,94.0,Reef.18,M51,6,Mcapitata,Hard,2302,ATAC,AT,AC,6,11
HPW158,27.0,26449.0,2122.0,33.0,1334.0,385.0,8.0,17.0,0.0,0.0,0.0,0.0,7.0,15.0,14.0,0.0,0.0,0.0,7.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1631,95.0,HIMB,M70,7,Mcapitata,Hard,1631,ATAC,AT,AC,6,10
HPW159,30610.0,4.0,281.0,80.0,127.0,220.0,0.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,96.0,Reef.42.43,P48,5,Pacuta,Hard,2012,ATAC,AT,AC,8,8
HPW160,44.0,22284.0,354.0,279.0,1311.0,412.0,6.0,6.0,0.0,0.0,69.0,40.0,112.0,0.0,93.0,0.0,15.0,0.0,27.0,0.0,8.0,46.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1644,97.0,HIMB,M32,4,Mcapitata,Hard,1644,ATAC,AT,AC,8,11
HPW161,35045.0,13.0,422.0,215.0,61.0,241.0,23.0,6.0,0.0,0.0,6.0,3.0,3.0,20.0,44.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1596,98.0,Reef.42.43,P15,2,Pacuta,Hard,1596,HTAC,HT,AC,4,11
HPW162,35333.0,75.0,139.0,1024.0,247.0,723.0,0.0,40.0,0.0,98.0,0.0,9.0,58.0,39.0,0.0,0.0,0.0,0.0,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2212,99.0,Reef.35.36,P15,2,Pacuta,Hard,2212,ATHC,AT,HC,11,5
HPW163,25.0,15649.0,5546.0,28.0,53.0,235.0,0.0,40.0,0.0,0.0,0.0,7.0,0.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1776,100.0,Reef.42.43,M42,5,Mcapitata,Hard,1776,ATAC,AT,AC,8,5
HPW164,7.0,12256.0,12613.0,454.0,1160.0,292.0,4.0,27.0,0.0,0.0,68.0,14.0,8.0,5.0,32.0,0.0,7.0,0.0,24.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2419,101.0,Reef.18,M44,5,Mcapitata,Hard,2419,HTHC,HT,HC,10,7
HPW165,15957.0,194.0,3138.0,3435.0,14236.0,181.0,5.0,14.0,0.0,8.0,36.0,75.0,0.0,0.0,459.0,0.0,41.0,0.0,103.0,0.0,0.0,12.0,0.0,90.0,0.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1238,102.0,Reef.42.43,P2,1,Pacuta,Hard,1238,HTHC,HT,HC,2,10
HPW166,138.0,15353.0,2331.0,43.0,162.0,469.0,257.0,28.0,0.0,13.0,8.0,26.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,103.0,HIMB,M28,3,Mcapitata,Hard,1997,HTAC,HT,AC,9,5
