index,d__Eukaryota;__,d__Bacteria;__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Bacteroidota,d__Bacteria;p__Cyanobacteria,Unassigned;__,d__Bacteria;p__SAR324_clade(Marine_group_B),d__Bacteria;p__Actinobacteriota,d__Bacteria;p__Spirochaetota,d__Bacteria;p__Desulfobacterota,d__Bacteria;p__Myxococcota,d__Bacteria;p__Verrucomicrobiota,d__Bacteria;p__Firmicutes,d__Bacteria;p__Campilobacterota,d__Bacteria;p__Planctomycetota,d__Bacteria;p__Fusobacteriota,d__Bacteria;p__Acidobacteriota,d__Archaea;p__Nanoarchaeota,d__Bacteria;p__Bdellovibrionota,d__Bacteria;p__Deferribacterota,d__Archaea;p__Crenarchaeota,d__Bacteria;p__Patescibacteria,d__Bacteria;p__Marinimicrobia_(SAR406_clade),d__Bacteria;p__Chloroflexi,d__Bacteria;p__Halanaerobiaeota,d__Bacteria;p__WPS-2,d__Bacteria;p__Dependentiae,d__Bacteria;p__Dadabacteria,d__Bacteria;p__Deinococcota,d__Bacteria;p__Sumerlaeota,d__Bacteria;p__Calditrichota,d__Bacteria;p__Gemmatimonadota,d__Archaea;p__Halobacterota,d__Bacteria;p__Margulisbacteria,d__Eukaryota;p__Dinoflagellata,d__Bacteria;p__Cloacimonadota,d__Bacteria;p__LCP-89,d__Bacteria;p__Nitrospirota,d__Bacteria;p__Sva0485,d__Archaea;p__Thermoplasmatota,d__Bacteria;p__NB1-j,d__Bacteria;p__Fibrobacterota,d__Bacteria;p__Hydrogenedentes,d__Bacteria;p__Latescibacterota,d__Bacteria;p__Armatimonadota,d__Eukaryota;p__Cnidaria,d__Archaea;p__Euryarchaeota,SampleName,PlotOrder,SiteName,SiteID,SitePoint,Species,TissueType,PlugID,Treatment,Temp,pH,Tank,Timepoint
HPW277,37043.0,97.0,1552.0,5781.0,889.0,478.0,2.0,70.0,1877.0,15.0,8.0,63.0,31.0,0.0,184.0,0.0,4.0,0.0,120.0,0.0,0.0,103.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141,210.0,Reef.42.43,P33,4,Pacuta,Hard,1141,ATAC,AT,AC,1,9
HPW278,41893.0,60.0,218.0,153.0,320.0,142.0,0.0,89.0,0.0,0.0,0.0,9.0,28.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1721,211.0,Lilipuna.Fringe,P28,3,Pacuta,Hard,1721,HTHC,HT,HC,10,6
HPW279,16.0,14695.0,1143.0,85.0,842.0,91.0,9.0,5.0,0.0,0.0,0.0,32.0,37.0,0.0,35.0,19.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2555,212.0,Reef.18,M43,5,Mcapitata,Hard,2555,ATHC,AT,HC,12,6
HPW280,34.0,24064.0,412.0,107.0,276.0,318.0,0.0,540.0,0.0,0.0,13.0,29.0,362.0,7.0,12.0,0.0,9.0,0.0,10.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078,213.0,Reef.11.13,M11,2,Mcapitata,Hard,1078,HTHC,HT,HC,2,9
HPW281,28.0,37529.0,1819.0,138.0,447.0,214.0,40.0,223.0,0.0,5.0,20.0,29.0,165.0,0.0,48.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1164,214.0,Reef.35.36,M64,7,Mcapitata,Hard,1164,HTHC,HT,HC,2,6
HPW282,30139.0,39.0,783.0,28.0,359.0,112.0,0.0,139.0,0.0,60.0,0.0,0.0,28.0,48.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1343,215.0,Lilipuna.Fringe,P29,3,Pacuta,Hard,1343,HTHC,HT,HC,5,4
HPW283,73.0,26377.0,323.0,97.0,167.0,382.0,2295.0,69.0,0.0,17.0,0.0,14.0,15.0,27.0,33.0,0.0,0.0,0.0,21.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2736,216.0,Reef.42.43,M34,4,Mcapitata,Hard,2736,ATHC,AT,HC,11,12
HPW284,32643.0,25.0,1218.0,551.0,1586.0,193.0,45.0,49.0,0.0,8.0,11.0,47.0,3.0,0.0,61.0,0.0,31.0,0.0,39.0,0.0,26.0,11.0,0.0,29.0,0.0,0.0,0.0,8.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1594,217.0,Reef.35.36,P2,1,Pacuta,Hard,1594,ATAC,AT,AC,8,9
HPW285,38959.0,48.0,264.0,28.0,577.0,356.0,0.0,312.0,0.0,0.0,0.0,0.0,235.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,218.0,Reef.18,P71,8,Pacuta,Hard,2005,HTAC,HT,AC,4,1
HPW286,106.0,24938.0,1620.0,468.0,312.0,233.0,0.0,469.0,31.0,191.0,5.0,98.0,248.0,67.0,25.0,0.0,168.0,0.0,48.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1544,219.0,Reef.18,M54,6,Mcapitata,Hard,1544,ATHC,AT,HC,3,3
HPW287,0.0,25929.0,370.0,67.0,1006.0,265.0,0.0,25.0,0.0,7.0,0.0,35.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2068,220.0,Reef.35.36,M10,1,Mcapitata,Hard,2068,ATHC,AT,HC,11,1
HPW288,14.0,31508.0,597.0,68.0,1200.0,398.0,107.0,129.0,0.0,7.0,6.0,30.0,30.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1604,221.0,Reef.11.13,M34,4,Mcapitata,Hard,1604,HTHC,HT,HC,10,6
HPW289,16.0,37724.0,278.0,38.0,245.0,346.0,0.0,98.0,0.0,0.0,0.0,22.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,222.0,Reef.35.36,M11,2,Mcapitata,Hard,2016,ATHC,AT,HC,11,6
HPW290,35.0,21107.0,180.0,26.0,371.0,417.0,78.0,28.0,0.0,9.0,5.0,6.0,3.0,0.0,6.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1037,223.0,Reef.35.36,M35,4,Mcapitata,Hard,1037,ATAC,AT,AC,1,1
HPW291,20.0,12454.0,32051.0,10.0,27.0,93.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1452,224.0,Reef.35.36,M27,3,Mcapitata,Hard,1452,ATAC,AT,AC,6,12
HPW292,20.0,11104.0,73.0,20.0,131.0,108.0,0.0,26.0,0.0,0.0,0.0,6.0,0.0,0.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1274,225.0,HIMB,M20,2,Mcapitata,Hard,1274,HTHC,HT,HC,5,12
HPW293,32858.0,25.0,138.0,183.0,404.0,169.0,0.0,30.0,0.0,21.0,0.0,0.0,24.0,17.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1041,226.0,Reef.11.13,P18,2,Pacuta,Hard,1041,ATAC,AT,AC,1,3
HPW294,7.0,21636.0,912.0,1280.0,3847.0,198.0,2620.0,23.0,0.0,0.0,55.0,580.0,0.0,0.0,427.0,0.0,44.0,32.0,73.0,0.0,48.0,37.0,0.0,97.0,0.0,3.0,0.0,12.0,0.0,0.0,14.0,0.0,0.0,6.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1729,227.0,Reef.18,M10,1,Mcapitata,Hard,1729,HTAC,HT,AC,4,12
HPW295,0.0,22772.0,971.0,51.0,385.0,528.0,52.0,47.0,0.0,0.0,0.0,45.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2081,228.0,HIMB,M13,2,Mcapitata,Hard,2081,HTHC,HT,HC,10,1
HPW296,26.0,18800.0,604.0,21.0,369.0,127.0,0.0,59.0,0.0,0.0,0.0,13.0,39.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2734,229.0,Reef.42.43,M58,6,Mcapitata,Hard,2734,ATHC,AT,HC,11,4
HPW301,46799.0,65.0,1053.0,336.0,338.0,210.0,0.0,41.0,50.0,118.0,0.0,49.0,6.0,141.0,21.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2743,230.0,Lilipuna.Fringe,P59,6,Pacuta,Hard,2743,ATHC,AT,HC,12,1
HPW302,62324.0,32.0,217.0,303.0,208.0,172.0,13.0,27.0,9.0,0.0,0.0,49.0,27.0,0.0,56.0,0.0,22.0,0.0,29.0,0.0,0.0,23.0,0.0,0.0,0.0,7.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1131,231.0,HIMB,P32,4,Pacuta,Hard,1131,HTHC,HT,HC,2,9
HPW303,18.0,21802.0,84.0,33.0,94.0,129.0,0.0,18.0,0.0,0.0,6.0,12.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2403,232.0,Reef.18,M64,7,Mcapitata,Hard,2403,ATAC,AT,AC,8,12
HPW304,46174.0,30.0,88.0,91.0,427.0,259.0,5.0,26.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1302,233.0,Reef.35.36,P64,7,Pacuta,Hard,1302,HTAC,HT,AC,4,9
HPW305,17625.0,24.0,372.0,50.0,58.0,254.0,0.0,49.0,0.0,10.0,0.0,7.0,0.0,48.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2195,234.0,Reef.42.43,P44,5,Pacuta,Hard,2195,HTHC,HT,HC,10,4
HPW306,0.0,19363.0,326.0,17.0,63.0,278.0,14.0,18.0,0.0,0.0,7.0,20.0,3.0,30.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1269,235.0,Reef.35.36,M16,2,Mcapitata,Hard,1269,HTAC,HT,AC,4,4
HPW307,31455.0,35.0,107.0,28.0,22.0,174.0,0.0,26.0,6.0,0.0,0.0,0.0,18.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,236.0,Reef.42.43,P54,6,Pacuta,Hard,2002,ATAC,AT,AC,8,4
HPW308,3.0,7440.0,4775.0,4428.0,16021.0,74.0,219.0,20.0,0.0,0.0,71.0,890.0,34.0,18.0,682.0,0.0,37.0,14.0,153.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,9.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1212,237.0,Reef.11.13,M47,5,Mcapitata,Hard,1212,ATHC,AT,HC,3,6
HPW309,24449.0,25.0,59.0,580.0,201.0,1572.0,0.0,10.0,185.0,0.0,8.0,4.0,3.0,24.0,4.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1653,238.0,HIMB,P40,4,Pacuta,Hard,1653,HTAC,HT,AC,7,1
HPW310,24749.0,30.0,649.0,857.0,89.0,73.0,17.0,61.0,328.0,3402.0,0.0,2067.0,1172.0,333.0,54.0,0.0,0.0,0.0,30.0,25.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595,239.0,HIMB,P50,5,Pacuta,Hard,1595,HTHC,HT,HC,5,6
HPW311,108.0,27567.0,871.0,101.0,427.0,212.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,69.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1277,240.0,HIMB,M50,5,Mcapitata,Hard,1277,HTHC,HT,HC,5,3
HPW312,592.0,17080.0,77.0,23.0,44.0,217.0,15.0,43.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1548,241.0,Reef.11.13,M15,2,Mcapitata,Hard,1548,ATAC,AT,AC,8,3
HPW313,657.0,28431.0,6294.0,22.0,561.0,399.0,0.0,44.0,0.0,0.0,105.0,0.0,7.0,110.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2412,242.0,Reef.18,M39,4,Mcapitata,Hard,2412,HTAC,HT,AC,9,9
HPW314,917.0,20260.0,426.0,16.0,484.0,278.0,50.0,147.0,0.0,0.0,54.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,243.0,Reef.42.43,M54,6,Mcapitata,Hard,2021,HTAC,HT,AC,9,3
HPW315,4026.0,37056.0,726.0,271.0,325.0,852.0,0.0,119.0,0.0,0.0,0.0,0.0,43.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1108,244.0,Reef.35.36,M12,2,Mcapitata,Hard,1108,ATAC,AT,AC,1,4
HPW316,53779.0,2769.0,449.0,165.0,810.0,496.0,0.0,196.0,0.0,0.0,21.0,0.0,50.0,15.0,3.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2305,245.0,Reef.18,P17,2,Pacuta,Hard,2305,HTHC,HT,HC,5,9
HPW317,23376.0,717.0,283.0,634.0,49.0,196.0,0.0,135.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1468,246.0,Reef.35.36,P53,6,Pacuta,Hard,1468,ATAC,AT,AC,6,6
HPW318,1715.0,31153.0,697.0,518.0,672.0,533.0,50.0,27.0,0.0,7.0,33.0,60.0,3.0,0.0,39.0,0.0,93.0,0.0,17.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1579,247.0,Lilipuna.Fringe,M47,5,Mcapitata,Hard,1579,HTAC,HT,AC,7,1
HPW319,50431.0,30.0,56.0,59.0,346.0,232.0,0.0,30.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2870,248.0,HIMB,P5,1,Pacuta,Hard,2870,ATHC,AT,HC,11,6
HPW320,1170.0,10344.0,9028.0,7.0,50.0,100.0,35.0,33.0,0.0,0.0,0.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121,249.0,HIMB,M42,5,Mcapitata,Hard,1121,ATAC,AT,AC,1,9
HPW321,5885.0,38676.0,7402.0,344.0,518.0,744.0,55.0,154.0,0.0,36.0,13.0,15.0,72.0,0.0,50.0,0.0,0.0,0.0,6.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1221,250.0,Reef.35.36,M67,7,Mcapitata,Hard,1221,ATHC,AT,HC,3,4
HPW322,38713.0,75.0,297.0,53.0,216.0,896.0,0.0,104.0,0.0,9.0,0.0,0.0,0.0,130.0,51.0,0.0,0.0,0.0,26.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1043,251.0,Lilipuna.Fringe,P67,7,Pacuta,Hard,1043,ATAC,AT,AC,1,1
